priority_rank,ticker,company,exchange,market_cap_usd,sector,cik,priority_method,filer_category,last_annual,existing_catalog_match,existing_leader_count,existing_leader_ids,existing_leader_names,existing_x_handles,research_priority,discovery_mode,target_roles,executive_name,executive_role,role_status,role_source_url,x_handle,x_check_type,x_identity_status,x_identity_source_url,x_activity_status,x_last_activity_at,recommended_categories,sp500_member,nasdaq100_member,confidence,review_status,review_notes
252,AIG,American International Group,NYSE,39900000000,金融,0000005272,market_cap,,,no,0,,,,research_now,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
253,MCHP,Microchip Technology,NASDAQ,39700000000,科技,0000827054,market_cap,,,yes,1,balaji-srinivasan-private,Balaji Srinivasan,balajis,research_now,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,expand_existing,
254,DHI,D. R. Horton,NYSE,39100000000,可选消费,0000882184,market_cap,,,no,0,,,,research_now,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
255,LYV,Live Nation Entertainment,NYSE,38900000000,通信服务,0001335258,market_cap,,,no,0,,,,research_now,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
256,ED,Consolidated Edison,NYSE,38900000000,公用事业,0001047862,market_cap,,,no,0,,,,research_now,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
257,NTAP,NetApp,NASDAQ,38800000000,科技,0001002047,market_cap,,,no,0,,,,research_now,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
258,TTWO,Take-Two Interactive,NASDAQ,38100000000,科技,0000946581,market_cap,,,no,0,,,,research_now,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
259,YUM,Yum! Brands,NYSE,38000000000,可选消费,0001041061,market_cap,,,no,0,,,,research_now,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
260,SYY,Sysco,NYSE,37800000000,必需消费,0000096021,market_cap,,,no,0,,,,research_now,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
261,ROP,Roper Technologies,NASDAQ,37600000000,工业,0000882835,market_cap,,,no,0,,,,research_now,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
262,KR,Kroger,NYSE,37000000000,必需消费,0000056873,market_cap,,,no,0,,,,research_now,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
263,HIG,Hartford (The),NYSE,36200000000,金融,0000874766,market_cap,,,no,0,,,,research_now,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
264,AXON,Axon Enterprise,NASDAQ,36100000000,工业,0001069183,market_cap,,,no,0,,,,research_now,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
265,ODFL,Old Dominion,NASDAQ,36000000000,工业,0000878927,market_cap,,,no,0,,,,research_now,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
266,UAL,United Airlines Holdings,NASDAQ,35300000000,工业,0000100517,market_cap,,,no,0,,,,research_now,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
267,PEG,Public Service Enterprise Group,NYSE,34800000000,公用事业,0000788784,market_cap,,,no,0,,,,research_now,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
268,DXCM,Dexcom,NASDAQ,34500000000,医疗健康,0001093557,market_cap,,,no,0,,,,research_now,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
269,HSY,Hershey Company (The),NYSE,34400000000,必需消费,0000047111,market_cap,,,no,0,,,,research_now,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
270,KVUE,Kenvue,NYSE,34200000000,必需消费,0001944048,market_cap,,,no,0,,,,research_now,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
271,IRM,Iron Mountain,NYSE,34000000000,房地产,0001020569,market_cap,,,no,0,,,,research_now,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
272,STLD,Steel Dynamics,NASDAQ,33900000000,原材料,0001022671,market_cap,,,no,0,,,,research_now,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
273,EL,Estée Lauder Companies (The),NYSE,33800000000,必需消费,0001001250,market_cap,,,no,0,,,,research_now,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
274,WEC,WEC Energy Group,NYSE,33600000000,公用事业,0000783325,market_cap,,,no,0,,,,research_now,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
275,EME,"EMCOR Group, Inc.",NYSE,33400000000,工业,0000105634,market_cap,,,no,0,,,,research_now,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
276,MTB,M&T Bank,NYSE,33300000000,金融,0000036270,market_cap,,,no,0,,,,research_now,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
277,NTRS,Northern Trust,NASDAQ,32900000000,金融,0000073124,market_cap,,,no,0,,,,research_now,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
278,RMD,ResMed,NYSE,32600000000,医疗健康,0000943819,market_cap,,,no,0,,,,research_now,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
279,KMB,Kimberly-Clark,NASDAQ,32500000000,必需消费,0000055785,market_cap,,,no,0,,,,research_now,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
280,CNC,Centene Corporation,NYSE,32200000000,医疗健康,0001071739,market_cap,,,no,0,,,,research_now,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
281,HBAN,Huntington Bancshares,NASDAQ,32200000000,金融,0000049196,market_cap,,,no,0,,,,research_now,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
282,RJF,Raymond James Financial,NYSE,32100000000,金融,0000720005,market_cap,,,no,0,,,,research_now,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
283,EXPE,Expedia Group,NASDAQ,32000000000,可选消费,0001324424,market_cap,,,no,0,,,,research_now,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
284,CCI,Crown Castle,NYSE,31900000000,房地产,0001051470,market_cap,,,no,0,,,,research_now,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
285,BIIB,Biogen,NASDAQ,31800000000,医疗健康,0000875045,market_cap,,,no,0,,,,research_now,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
286,JBL,Jabil,NYSE,31600000000,科技,0000898293,market_cap,,,no,0,,,,research_now,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
287,HPQ,HP Inc.,NYSE,31500000000,科技,0000047217,market_cap,,,no,0,,,,research_now,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
288,EQT,EQT Corporation,NYSE,31300000000,能源,0000033213,market_cap,,,no,0,,,,research_now,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
289,VMC,Vulcan Materials Company,NYSE,31200000000,原材料,0001396009,market_cap,,,no,0,,,,research_now,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
290,DVN,Devon Energy,NYSE,30200000000,能源,0001090012,market_cap,,,no,0,,,,research_now,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
291,CCL,Carnival,NYSE,30000000000,可选消费,0000815097,market_cap,,,no,0,,,,research_now,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
292,ZTS,Zoetis,NYSE,29900000000,医疗健康,0001555280,market_cap,,,no,0,,,,research_now,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
293,MLM,Martin Marietta Materials,NYSE,29500000000,原材料,0000916076,market_cap,,,no,0,,,,research_now,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
294,GEHC,GE HealthCare,NASDAQ,29200000000,医疗健康,0001932393,market_cap,,,no,0,,,,research_now,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
295,PCG,PG&E Corporation,NYSE,29100000000,公用事业,0001004980,market_cap,,,no,0,,,,research_now,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
296,KHC,Kraft Heinz,NYSE,29000000000,必需消费,0001637459,market_cap,,,no,0,,,,research_now,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
297,EXR,Extra Space Storage,NYSE,28900000000,房地产,0001289490,market_cap,,,no,0,,,,research_now,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
298,CFG,Citizens Financial Group,NYSE,28400000000,金融,0000759944,market_cap,,,no,0,,,,research_now,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
299,CTSH,Cognizant,NASDAQ,28400000000,科技,0001058290,market_cap,,,no,0,,,,research_now,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
300,FOXA,Fox Corporation (Class A),NASDAQ,28300000000,通信服务,0001754301,market_cap,,,yes,3,thomas-kurian-googl|marissa-mayer-googl|sameer-samat-googl,Thomas Kurian|Marissa Mayer|Sameer Samat,ThomasOrTK|marissamayer|ssamat,research_now,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,expand_existing,
301,AEE,Ameren,NYSE,28300000000,公用事业,0001002910,market_cap,,,no,0,,,,research_next,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
302,IR,Ingersoll Rand,NYSE,28100000000,工业,0001699150,market_cap,,,no,0,,,,research_next,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
303,MTD,Mettler Toledo,NYSE,28100000000,医疗健康,0001037646,market_cap,,,no,0,,,,research_next,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
304,HAL,Halliburton,NYSE,28100000000,能源,0000045012,market_cap,,,no,0,,,,research_next,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
305,TDY,Teledyne Technologies,NYSE,28000000000,科技,0001094285,market_cap,,,no,0,,,,research_next,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
